code,token,surp,mean_rt,entropy,entred,rt_spill_over,rt_spill_over_inc_unk
28045,time,41.03261566162109,285.8904761904762,6.407966136932373,0.0,297.29571428571427,297.29571428571427
28046,to,7.046629905700684,297.29571428571427,4.427590370178223,1.9803757667541504,268.7090476190476,268.7090476190476
28047,make,37.59252548217773,268.7090476190476,4.5522565841674805,0.0,277.1,277.1
28048,a,0.9991441965103148,277.1,4.716158866882324,0.0,272.7938095238095,272.7938095238095
28049,cross,27.533063888549805,272.7938095238095,4.726966381072998,0.0,280.6666666666667,280.6666666666667
28050,and,10.079681396484377,280.6666666666667,4.3758087158203125,0.3511576652526855,287.1485714285714,287.1485714285714
28051,dig,16.550737380981445,287.1485714285714,4.441813945770264,0.0,346.8176190476191,346.8176190476191
28052,our,25.696802139282227,346.8176190476191,4.433064937591553,0.0087490081787109,,351.52666666666664
28054,His,73.68397521972656,340.3385714285714,4.478240013122559,0.0070195198059082,471.6742857142857,471.6742857142857
28055,wide,18.431617736816406,471.6742857142857,4.469090461730957,0.0091495513916015,323.43285714285713,323.43285714285713
28056,mouth,17.476200103759766,323.43285714285713,4.468109130859375,0.000981330871582,,402.3547619047619
28058,In,19.88613510131836,313.6638095238095,0.8602071404457092,0.0,299.5257142857143,299.5257142857143
28059,a,2.1779942512512207,299.5257142857143,8.123018264770508,0.0,,298.31
28061,he,16.143705368041992,293.83666666666664,5.718666076660156,0.0,,306.7733333333333
28063,blame,25.88552665710449,287.68333333333334,5.705947399139404,0.0,,327.0166666666667
28065,He,55.57968521118164,298.58142857142855,0.8602067232131958,0.0,284.06333333333333,284.06333333333333
28066,had,43.08249282836914,284.06333333333333,6.679531097412109,0.0,248.10666666666665,248.10666666666665
28067,picked,48.964942932128906,248.10666666666665,5.239301681518555,1.440229415893555,308.22190476190474,308.22190476190474
28068,out,20.22854423522949,308.22190476190474,4.971035957336426,0.2682657241821289,282.5247619047619,282.5247619047619
28069,this,45.46639251708984,282.5247619047619,4.814950466156006,0.1560854911804199,,288.3461904761905
28072,instead,80.76559448242188,358.13904761904763,4.404303550720215,0.0,329.1914285714286,329.1914285714286
28073,of,12.681472778320312,329.1914285714286,4.392642021179199,0.0116615295410156,281.37666666666667,281.37666666666667
28074,the,7.440213203430176,281.37666666666667,4.026891708374023,0.3657503128051758,269.3990476190476,269.3990476190476
28075,common,29.622589111328125,269.3990476190476,4.234455585479736,0.0,,299.25619047619045
28077,in,1.7331414222717283,312.55,4.236693382263184,1.849492073059082,297.5133333333333,297.5133333333333
28078,a,1.3565125465393066,297.5133333333333,5.8825364112854,0.0,287.9604761904762,287.9604761904762
28079,moment,25.414072036743164,287.9604761904762,4.030081272125244,1.852455139160156,330.7409523809524,330.7409523809524
28080,of,12.916352272033691,330.7409523809524,4.077710151672363,0.0,378.7795238095238,378.7795238095238
28081,romantic,14.160392761230469,378.7795238095238,4.076884746551514,0.0008254051208496,,309.3095238095238
28083,to,8.79769515991211,349.27095238095234,4.088994979858398,0.0,294.54809523809524,294.54809523809524
28084,give,25.90811538696289,294.54809523809524,4.0994367599487305,0.0,281.90190476190475,281.90190476190475
28085,them,45.87907028198242,281.90190476190475,5.93720293045044,0.0,290.11333333333334,290.11333333333334
28086,privacy,15.518306732177734,290.11333333333334,6.034582138061523,0.0,358.1647619047619,358.1647619047619
28087,on,14.20799160003662,358.1647619047619,4.178551197052002,1.8560309410095213,299.3695238095238,299.3695238095238
28088,their,26.80265998840332,299.3695238095238,4.180854797363281,0.0,,339.82
28090,It,40.03390502929688,290.69142857142856,0.8602076172828674,0.0,298.55285714285714,298.55285714285714
28091,had,38.1800422668457,298.55285714285714,8.498184204101562,0.0,311.97809523809525,311.97809523809525
28092,been,25.680564880371094,311.97809523809525,5.110262393951416,3.3879218101501465,290.4661904761905,290.4661904761905
28093,a,1.285429835319519,290.4661904761905,4.912600994110107,0.1976613998413086,,334.51428571428573
28095,but,24.93502426147461,311.5747619047619,4.873524188995361,0.0477752685546875,287.0128571428572,287.0128571428572
28096,anything,21.543535232543945,287.0128571428572,4.885215759277344,0.0,324.2114285714286,324.2114285714286
28097,would,28.297029495239254,324.2114285714286,5.055637836456299,0.0,301.0342857142857,301.0342857142857
28098,have,29.86094665527344,301.0342857142857,5.127355098724365,0.0,298.707619047619,298.707619047619
28099,been,24.603944778442383,298.707619047619,5.081075191497803,0.0462799072265625,292.07,292.07
28100,a,1.7195844650268557,292.07,5.080657958984375,0.0004172325134277,,289.38904761904763
28102,as,23.021852493286133,294.3247619047619,5.075494766235352,0.0028934478759765,279.06095238095236,279.06095238095236
28103,it,4.126389980316162,279.06095238095236,5.075912952423096,0.0,262.93,262.93
28104,turned,35.47469711303711,262.93,5.075294017791748,0.0006189346313476,,288.5909523809524
28106,It,40.03390502929688,295.50142857142856,0.8602076172828674,0.0,,288.6090476190476
28108,the,6.933021068572998,285.53523809523807,5.251398086547852,3.246786117553711,,312.9552380952381
28110,and,9.76171875,306.04285714285714,4.743948936462402,0.024630069732666,,358.19714285714286
28112,and,9.76081371307373,334.0804761904762,4.7173357009887695,0.0150132179260253,,354.05428571428575
28114,of,13.406271934509276,305.56428571428575,4.70574951171875,0.0033283233642578,292.43333333333334,292.43333333333334
28115,the,6.708125591278076,292.43333333333334,4.714288711547852,0.0,280.1085714285714,280.1085714285714
28116,trip,25.06272315979004,280.1085714285714,4.7234063148498535,0.0,301.3066666666667,301.3066666666667
28117,that,8.402776718139648,301.3066666666667,4.723129749298096,0.0002765655517578,262.8,262.8
28118,had,30.567689895629883,262.8,4.7318878173828125,0.0,329.3066666666667,329.3066666666667
28119,frightened,16.622159957885742,329.3066666666667,4.74979305267334,0.0,,334.437619047619
28121,She,30.317445755004883,276.39238095238096,0.8602067232131958,0.0,271.6980952380952,271.6980952380952
28122,had,34.6502799987793,271.6980952380952,5.776342868804932,0.0,287.95238095238096,287.95238095238096
28123,hated,18.1759033203125,287.95238095238096,5.257411479949951,0.5189313888549805,376.6980952380952,376.6980952380952
28124,the,6.961404323577881,376.6980952380952,4.495287418365479,0.7621240615844727,321.8204761904762,321.8204761904762
28125,whole,33.32452392578125,321.8204761904762,4.749719142913818,0.0,355.12666666666667,355.12666666666667
28126,idea,18.33802795410156,355.12666666666667,4.75556230545044,0.0,297.6166666666667,297.6166666666667
