index,code,token,lstm_surp,mean_rt,entropy,entred,rt_spill_over,rt_spill_over_inc_unk,ngram_surp,gru_surp,tanh_surp,count,log_freq,len
28,17087,the,1.8764854669570925,268.2917647058824,7.902933120727539,1.6912813186645508,240.98352941176472,240.98352941176472,2.68569,7.382917404174805,4.269806385040283,41100,4.613841821876069,3
1800,17088,South,9.24240779876709,240.98352941176472,10.09029483795166,0.0,,297.7752941176471,8.47582,33.49797058105469,13.13712215423584,192,2.2833012287035497,5
1598,17090,and,3.945981740951538,359.81823529411764,5.946494102478027,3.678619384765625,412.8376470588235,412.8376470588235,5.48786,10.032519340515137,5.797372817993164,16115,4.207230309848353,3
1803,17091,Chinese,13.279088973999023,412.8376470588235,10.353999137878418,0.0,286.32235294117646,286.32235294117646,13.931,23.390884399414062,14.117389678955078,57,1.7558748556724915,7
1599,17092,and,4.800612926483154,286.32235294117646,9.668353080749512,0.6856460571289062,321.4123529411765,321.4123529411765,5.87267,10.034202575683594,5.797372817993164,16115,4.207230309848353,3
1805,17093,North,11.734904289245604,321.4123529411765,11.09303092956543,0.0,282.0876470588235,282.0876470588235,12.2223,42.63740921020508,13.15754508972168,131,2.1172712956557644,5
1812,17094,Korean,9.275214195251465,282.0876470588235,10.41746425628662,0.6755666732788086,298.6858823529412,298.6858823529412,6.71523,49.06544876098633,14.811935424804688,38,1.5797835966168101,6
1813,17095,Communists,17.344295501708984,298.6858823529412,10.782922744750977,0.0,309.4317647058824,309.4317647058824,17.3873,22.66151428222656,16.653106689453125,10,1.0,10
1233,17096,in,6.106496334075928,309.4317647058824,1.077824592590332,9.705098152160645,,355.46117647058827,6.64327,1.8477474451065063,5.850780963897705,15175,4.181128699747295,2
473,17099,is,5.819437503814697,693.0405882352941,10.350439071655272,0.0,330.0094117647059,330.0094117647059,6.41849,19.146299362182617,7.198020935058594,6938,3.841234295506041,2
29,17100,the,3.6319971084594727,330.0094117647059,9.233609199523926,1.1168298721313477,300.55999999999995,300.55999999999995,4.30241,5.157349586486816,4.269740104675293,41100,4.613841821876069,3
1814,17101,battle,12.089449882507324,300.55999999999995,10.953680992126465,0.0,276.0141176470588,276.0141176470588,12.4125,47.07149124145508,13.890700340270996,76,1.8808135922807914,6
1428,17102,cry,18.018632888793945,276.0141176470588,6.107241630554199,4.846439361572266,275.82705882352946,275.82705882352946,17.485,14.830801010131836,17.69154930114746,5,0.6989700043360189,3
697,17103,of,9.189542770385742,275.82705882352946,4.279616832733154,1.827624797821045,269.52235294117645,269.52235294117645,6.88793,13.248298645019531,5.1755690574646,22921,4.360233561157832,2
30,17104,the,2.3941903114318848,269.52235294117645,9.101553916931152,0.0,,279.05294117647054,3.44768,6.606425762176514,4.269806385040283,41100,4.613841821876069,3
1817,17106,U.S.,10.061403274536133,282.47764705882355,9.76541233062744,1.4394550323486328,,302.8358823529412,10.835,24.65669822692871,9.26335620880127,1586,3.200303182981585,4
1819,17112,Today,19.301353454589844,355.5176470588235,5.842750072479248,0.4798893928527832,274.72235294117644,274.72235294117644,10.2125,45.82344055175781,14.543835639953612,47,1.6720978579357175,5
490,17113,a,9.023029327392578,274.72235294117644,3.742025375366211,2.100724697113037,409.4364705882353,409.4364705882353,7.74385,1.2544126510620115,5.70707893371582,19284,4.2851971228109695,1
1815,17114,battle,12.423579216003418,409.4364705882353,9.507718086242676,0.0,303.1664705882353,303.1664705882353,11.1756,47.66402053833008,13.890700340270996,76,1.8808135922807914,6
1429,17115,cry,18.3084659576416,303.1664705882353,5.541272640228272,3.966445446014404,291.48823529411766,291.48823529411766,17.81,15.103278160095217,17.69154930114746,5,0.6989700043360189,3
1820,17116,may,18.108436584472656,291.48823529411766,3.875476360321045,1.6657962799072266,293.77176470588233,293.77176470588233,9.87549,62.760162353515625,10.164602279663086,808,2.9074113607745864,3
1823,17117,seem,9.69582462310791,293.77176470588233,6.075340747833252,0.0,273.80529411764707,273.80529411764707,7.64831,47.87385940551758,13.416878700256348,101,2.0043213737826426,4
1824,17118,an,10.37607479095459,273.80529411764707,3.1644537448883057,2.9108870029449463,,716.7382352941177,10.1864,21.941762924194336,8.163302421569824,3143,3.49734438101758,2
1848,17120,for,6.0584564208984375,509.60647058823525,9.62222957611084,1.4680519104003906,347.95411764705887,347.95411764705887,7.74469,4.708668231964111,6.926324844360352,7976,3.901785145303599,3
1234,17121,in,10.158724784851074,347.95411764705887,9.089276313781738,0.5329532623291016,374.9458823529412,374.9458823529412,11.1798,1.6881533861160278,5.850780963897705,15175,4.181128699747295,2
31,17122,the,2.059338092803955,374.9458823529412,8.437541007995605,0.6517353057861328,307.0135294117647,307.0135294117647,2.42276,6.477524280548096,4.269806385040283,41100,4.613841821876069,3
1895,17123,modern,15.719156265258787,307.0135294117647,10.157933235168455,0.0,,288.2576470588235,17.41,32.91521453857422,14.840993881225586,37,1.568201724066995,6
1897,17126,de,14.849239349365234,405.20411764705887,6.308233737945557,0.303804874420166,443.555294117647,443.555294117647,10.6635,27.747556686401367,13.434168815612791,90,1.954242509439325,2
1898,17127,corps,15.566020011901855,443.555294117647,9.101665496826172,0.0,321.2352941176471,321.2352941176471,8.12025,28.16315269470215,18.51605033874512,3,0.47712125471966244,5
957,17128,has,11.996438026428224,321.2352941176471,2.7692582607269287,6.332407236099243,442.2217647058824,442.2217647058824,8.51725,12.554473876953123,8.107470512390137,3303,3.518908573691414,3
1201,17129,been,1.9662771224975584,442.2217647058824,7.663234710693359,0.0,,474.8864705882353,3.10888,23.50469207763672,9.297747611999512,1581,3.198931869932209,4
